rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
S-ML-PT-REG-V1,S-ML-PT-REG,IN-ML,AUTH-ML-PT,"Applicable state profession-tax Act, schedule and rules",,Employers and/or persons within the current state schedule; employee deductions and entity enrolment are separate tests.,,,,,,event_based,Current schedule and registration/payment deadlines require form-specific verification.,"{""type"": ""manual_review""}","Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",researched_partial,0,2026-09-14,Meghalaya profession tax registration / enrolment,PT,mandatory_if_applicable,state,location|employee|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN and applicant/entity particulars; employment/business and address details as requested by current form,https://megtaxation.nic.in/,online,unverified,unverified,unverified,"Online service verified; rates, exemptions, filing frequency and absence of visits not fully verified.",https://megtaxation.nic.in/
S-WB-PT-ENROL-V1,S-WB-PT-ENROL,IN-WB,AUTH-WB-PT,West Bengal profession-tax Act and Rules,,Persons covered by the relevant schedule entries 2 to 4; check August 2026 schedule amendments.,,,,,,event_based,Within 90 days from liability to pay tax.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,West Bengal profession tax enrolment,PT,mandatory_if_applicable,state,industry|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN; person/entity and business details; liability commencement information,https://professiontax.wb.gov.in/new-enrol/enrol-landing,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://professiontax.wb.gov.in/new-enrol/enrol-landing
S-WB-PT-RETURN-V1,S-WB-PT-RETURN,IN-WB,AUTH-WB-PT,West Bengal profession-tax Act and Rules,,Registered employers with return liability.,,,,,,periodic,Determine current return period/deadline separately from payment.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,West Bengal employer profession tax return,PT,mandatory_if_applicable,state,date|employee,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Employee salary/tax deductions; payment details; registration particulars,https://comtax.wb.gov.in/,online,not_required,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://comtax.wb.gov.in/
S-TN-SHOPS-REG-V1,S-TN-SHOPS-REG,IN-TN,AUTH-TN-SHOPS,Tamil Nadu Shops and Establishments Act and current rules,,Covered establishments with ten or more workers as shown on official registration form; evaluate exemptions.,,At least 10 workers on published form; confirm definitions/exemptions,,,,event_based,Determine commencement-based registration deadline from current rules.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Tamil Nadu shops and establishments registration,SHOPS,mandatory_if_applicable,state,employee|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,PAN; establishment address evidence (GST/EB bill as form requires); trade licence; Tamil name-board photo; employer/worker details,https://labour.tn.gov.in/services/shop-establishments/registration,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://labour.tn.gov.in/services/shop-establishments/registration
S-AN-SHOPS-V1,S-AN-SHOPS,IN-AN,AUTH-AN-SHOPS,Applicable Andaman and Nicobar shops regulation/rules,,Covered shops and establishments in the UT.,,,,,,event_based,Current registration and certificate renewal timeline requires verification.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Andaman and Nicobar shops registration / renewal,SHOPS,mandatory_if_applicable,state,location|industry|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Employer/entity and establishment particulars; current service checklist required,https://labour.and.nic.in/labour/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://labour.and.nic.in/labour/
S-GA-LM-REG-V1,S-GA-LM-REG,IN-GA,AUTH-GA-LEGAL_METROLOGY,Legal Metrology (Packaged Commodities) Rules; Goa procedure,,Covered manufacturers/packers/importers applying to Goa competent authority.,,,,,,event_based,Apply using current service procedure; Rule 27 framework in N028.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Goa manufacturer / packer / importer registration,LEGAL_METROLOGY,mandatory_if_applicable,state,industry|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Entity and premises particulars; packing/product and authorisation records,https://clm.goa.gov.in/service/registration-of-manufacturer-packer-importer/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://clm.goa.gov.in/service/registration-of-manufacturer-packer-importer/
S-LA-CTE-V1,S-LA-CTE,IN-LA,AUTH-LA-PCB,Water/Air consent framework and Ladakh pollution-control procedure,,Covered premises/activities after checking classification and exemptions.,,,,,,event_based,Prior consent for covered establish activity; certificate-specific renewal.,"{""type"": ""manual_review""}",Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial,0,2026-09-14,Ladakh consent to establish,POLLUTION,mandatory_if_applicable,state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Project/process; site and land evidence; emissions/effluent and control systems; supporting permissions,https://www.ldocmms.nic.in/,online,not_required,unverified,conditional,Official launch describes paperless consent applications; not an exemption from premises inspections.,https://www.ldocmms.nic.in/|https://ladakh.gov.in/steering-committee-approves-ladakh-state-action-plan-on-clean-air/
S-LA-CTO-V1,S-LA-CTO,IN-LA,AUTH-LA-PCB,Water/Air consent framework and Ladakh pollution-control procedure,,Covered premises/activities after checking classification and exemptions.,,,,,,event_based,Prior consent for covered operate activity; certificate-specific renewal.,"{""type"": ""manual_review""}",Official launch describes paperless consent applications; not an exemption from premises inspections.,researched_partial,0,2026-09-14,Ladakh consent to operate,POLLUTION,mandatory_if_applicable,state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Project/process; site and land evidence; emissions/effluent and control systems; supporting permissions,https://www.ldocmms.nic.in/,online,not_required,unverified,conditional,Official launch describes paperless consent applications; not an exemption from premises inspections.,https://www.ldocmms.nic.in/|https://ladakh.gov.in/steering-committee-approves-ladakh-state-action-plan-on-clean-air/
S-ML-EXCISE-V1,S-ML-EXCISE,IN-ML,AUTH-ML-EXCISE,Meghalaya excise legislation and current policy,,"Wholesale, retail, bottling or distillery activity within licensed classes.",,,,,,event_based,Before licensed activity; verify licence class and current policy/validity.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Meghalaya excise licence for controlled liquor activity,EXCISE,mandatory_if_applicable,state,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Applicant/entity; premises and activity particulars; current excise checklist required,https://invest.meghalaya.gov.in/InformationWizard.aspx,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://invest.meghalaya.gov.in/InformationWizard.aspx
S-KL-RERA-V1,S-KL-RERA,IN-KL,AUTH-KL-RERA,RERA Act; Kerala authority clarification,,"Project registration where land exceeds 500 sq m OR apartments exceed eight inclusive of phases, subject to statutory exclusions and current interpretation.",,,,,,event_based,Before covered advertising/marketing/booking/sale; check project status and exemptions.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-14,Kerala RERA project registration,RERA,mandatory_if_applicable,state,industry|location|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Project/title/approval particulars; promoter and financial information; current authority checklist,https://rera.kerala.gov.in/storage/documents/195.pdf,unverified,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://rera.kerala.gov.in/storage/documents/195.pdf
S-DL-MCD-GTL-V1,S-DL-MCD-GTL,IN-DL-MCD,AUTH-DL-MUNICIPAL,Delhi municipal legislation and MCD GTL procedure,,Scheduled general trades/storage in MCD jurisdiction; NDMC and cantonment areas need separate rules.,,,,,,event_based,Before covered trade; renewal/amendment according to current certificate and SOP.,"{""type"": ""manual_review""}",SOP provides online payment and applicant-generated licence. Absence of all inspection or original-document requirements is not verified.,researched_partial,0,2026-09-14,MCD general trade / storage licence,MUNICIPAL,mandatory_if_applicable,local,industry|location|licence,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Trade category; premises/constitution/storage information; applicable uploaded supporting documents,https://mcdonline.nic.in/gtlmcd,online,unverified,unverified,unverified,SOP provides online payment and applicant-generated licence. Absence of all inspection or original-document requirements is not verified.,https://mcdonline.nic.in/gtlmcd/web/citizen/gtl/downloadGTLdocuments/gtlsop
