coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
BR-property_ror,IN-BR,property_ror,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,AX_BR,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX019-V1|AX020-V1,online,unverified,unverified,unverified,unverified,Existing record; discrepancy and supporting original/certified evidence | Parcel details; possession basis; current service checklist,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
BR-property_mutation,IN-BR,property_mutation,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,AX_BR,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX017-V1,online,unverified,unverified,unverified,unverified,Deed/inheritance basis; parcel and applicant details,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
BR-land_revenue,IN-BR,land_revenue,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,AX_BR,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX018-V1,online,unverified,unverified,unverified,unverified,Jamabandi reference; demand period and challan/receipt,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
BR-deed_registration,IN-BR,deed_registration,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
BR-encumbrance_title,IN-BR,encumbrance_title,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
BR-land_use_eligibility,IN-BR,land_use_eligibility,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,AX_BR,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX021-V1,online,unverified,unverified,unverified,unverified,Title/tenure evidence; parcel map; proposed use and project documents,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
BR-boundary_survey,IN-BR,boundary_survey,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
BR-property_tax,IN-BR,property_tax,property_and_transaction_dependent,https://biharbhumi.bihar.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-property_ror,IN-CH,property_ror,property_and_transaction_dependent,https://revenue.chd.gov.in/,https://revenue.chd.gov.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-property_mutation,IN-CH,property_mutation,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-land_revenue,IN-CH,land_revenue,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-deed_registration,IN-CH,deed_registration,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-encumbrance_title,IN-CH,encumbrance_title,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-land_use_eligibility,IN-CH,land_use_eligibility,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-boundary_survey,IN-CH,boundary_survey,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CH-property_tax,IN-CH,property_tax,property_and_transaction_dependent,https://revenue.chd.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CG-property_ror,IN-CG,property_ror,property_and_transaction_dependent,https://bhuiyan.cg.nic.in/,https://bhuiyan.cg.nic.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
CG-property_mutation,IN-CG,property_mutation,property_and_transaction_dependent,https://bhuiyan.cg.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
